,_id,exploreid,name_en,name_zh_Hans,lines,lat,lng,x,y,code,phonetic,multiline,transformed_longitude,transformed_latitude
33,483,36,Century Park,世纪公园,2,31.2119389106114,121.54658138943836,110383579,2368863,,Shìjì Gōngyuán,0,-2856548.425076072,4652967.93429236
34,484,"37,702,99001",Longyang Road,龙阳路,27M,31.20519438022236,121.55350148870056,119332799,-3112678,,Lóngyáng Lù,0,-2857313.143382284,4652953.073402849
35,485,38,Zhangjiang Hi-Tech Park,张江高科,2,31.203946359963115,121.58298433019642,129244029,-3163268,,Zhāngjiāng Gāokē,0,-2859744.5936916596,4651543.233468304
36,486,40,Shilong Road,石龙路,3,31.159741147131328,121.43819868757096,35610438,-17355748,,Shílóng Lù,0,-2849304.6466707205,4660919.995850926
37,487,41,Longcao Road,龙漕路,3,31.171611392341145,121.4397114534561,38925767,-12848229,,Lóngcáo Lù,0,-2849072.4487916725,4660263.664827233
38,488,42,Caoxi Road,漕溪路,3,31.17855107863165,121.43389642430462,39045493,-5403208,,Cáoxī Lù,0,-2848391.7412187634,4660212.955698268
39,489,"43,62,913",Yishan Road,宜山路,349,31.18776648955865,121.4226311464522,36676938,7795912,,Yíshān Lù,0,-2847199.6046277494,4660321.4602080565
40,490,"44,63,1020",Hongqiao Road,虹桥路,34X,31.199146834523532,121.41622603131904,36607698,14978726,,Hóngqiáo Lù,0,-2846337.965953217,4660082.014678404
41,491,"45,64",West Yan'an Road,延安西路,34,31.21134247492992,121.41236365033797,36607698,21736536,,Yán’ān Xīlù,0,-2845658.6873202976,4659675.990287899
42,492,"47,66,1307",Jinshajiang Road,金沙江路,34T,31.23312370051457,121.40819013311511,36607698,35429116,,Jīnshājiāng Lù,0,-2844666.9015647974,4658814.86671897
43,493,"48,67,1103",Caoyang Road,曹杨路,34E,31.240765207104605,121.41263187123796,37184653,43782435,,Cáoyáng Lù,0,-2844799.064185987,4658219.359382431
44,494,"49,68,718",Zhenping Road,镇坪路,347,31.24853450854901,121.4257317800752,49845687,43782435,,Zhènpíng Lù,0,-2845631.0663332273,4657187.543674311
45,495,"50,69",Zhongtan Road,中潭路,34,31.25641322989182,121.43610656454403,58474887,43782435,,Zhōngtán Lù,0,-2846237.9488557098,4656285.513816549
46,496,"52,71",Baoshan Road,宝山路,34,31.253533307879465,121.4719194193024,72090607,43782435,,Bǎoshān Lù,0,-2849234.3085454307,4654646.858132511
47,497,53,Dongbaoxing Road,东宝兴路,3,31.2616959373866,121.475518939098,84232602,49769155,,Dōngbǎoxīng Lù,0,-2849281.5275104274,4654067.34183173
48,498,"54,811",Hongkou Football Stadium,虹口足球场,38,31.272315420649765,121.47488057805094,91136994,58266588,,Hóngkǒu Zúqiúchǎng,0,-2848910.5955437925,4653577.8852756675
49,499,55,Chifeng Road,赤峰路,3,31.283511401124,121.478029493492,90985336,65226965,,Chìfēng Lù,0,-2848829.8104948094,4652871.65454748
50,500,56,Dabaishu,大柏树,3,31.291671390524257,121.47873223020105,90985336,69659975,,Dàbǎishù,0,-2848641.526030322,4652436.001159208
51,501,57,Jiangwan Town,江湾镇,3,31.30725597194018,121.48055613233696,90985336,74231070,,Jiāngwān Zhèn,0,-2848320.848648568,4651579.759509935
52,502,58,Damuqiao Road,大木桥路,4,31.195797117055317,121.45862639142688,63694127,-4364633,,Dàmùqiáo Lù,0,-2849886.166066721,4658138.476368788
53,503,"59,712",Dong'an Road,东安路,47,31.1924472898058,121.450349095557,55886412,-4380848,,Dōng’ān Lù,0,-2849313.561706221,4658714.24485024
54,504,60,Shanghai Stadium,上海体育场,4,31.187555389587587,121.43887460424531,47746857,-2069223,,Shànghǎi Tǐyùchǎng,0,-2848527.021580344,4659524.427606787
55,506,"72,1010",Hailun Road,海伦路,4X,31.260907200175804,121.4848369379144,92465706,43340202,,Hǎilún Lù,0,-2850062.0813030535,4653642.602841839
56,507,73,Linping Road,临平路,4,31.26290648961042,121.49620950414835,100835531,43382725,,Línpíng Lù,0,-2850925.621390187,4652978.718191392
57,508,"74,1212",Dalian Road,大连路,4W,31.26014599168965,121.50849402142784,104946179,36723840,,Dàlián Lù,0,-2852006.188701269,4652502.772168068
58,509,75,Yangshupu Road,杨树浦路,4,31.25434960042899,121.51256025030504,104932019,32572181,,Yángshùpǔ Lù,0,-2852510.664623617,4652584.646813126
59,510,76,Pudong Avenue,浦东大道,4,31.24223289270548,121.51515662862104,104932019,27217006,,Pǔdōng Dàdào,0,-2853085.7808714556,4653049.486878754
60,511,618,Pudian Road,浦电路,6,31.2220593629199,121.524614103016,99329767,8574232,,Pǔdiàn Lù,1,-2854460.185186609,4653567.0696736425
61,512,"78,619",Lancun Road,蓝村路,46,31.21391170952487,121.52366459562106,99366292,878237,,Láncūn Lù,0,-2854627.867371081,4654013.4830823
62,513,80,Chunshen Road,春申路,5,31.10001852409874,121.38121783925156,10200278,-50020104,,Chūnshēn Lù,0,-2846450.503345735,4666673.7990591135
63,514,81,Yindu Road,银都路,5,31.091045611158577,121.38580214119578,10200278,-57861998,,Yíndū Lù,0,-2847091.466263574,4666884.6569706565
64,515,82,Zhuanqiao,颛桥,5,31.06867736056733,121.39733255101916,10193248,-65705064,,Zhuānqiáo,0,-2848697.5606907723,4667404.39235953
65,516,83,Beiqiao,北桥,5,31.04681236741141,121.40546500874667,10200278,-73546474,,Běiqiáo,0,-2850011.711841091,4668067.42862817
66,517,84,Jianchuan Road,剑川路,5,31.02822455205173,121.41203105642526,10221568,-81389534,,Jiànchuān Lù,0,-2851100.446207545,4668647.625151617
67,518,85,Dongchuan Road,东川路,5,31.019968265791046,121.41532480908651,10175868,-89264049,,Dōngchuān Lù,0,-2851614.7379714837,4668886.340963859
68,519,86,Jinping Road,金平路,5,31.013274448449735,121.40591561986297,2542859,-99467079,,Jīnpíng Lù,0,-2851047.2448246274,4669680.9647462135
69,520,87,Huaning Road,华宁路,5,31.009341818706396,121.3904906425566,-4713101,-106781724,,Huáníng Lù,0,-2849906.9909531553,4670640.101814828
70,521,88,Wenjing Road,文井路,5,31.00543987829133,121.37587487890524,-14192692,-107710434,,Wénjǐng Lù,0,-2848831.4800857394,4671557.210092926
71,522,89,Minhang Development Zone,闵行开发区,5,31.002515542723263,121.36489927961472,-23658412,-107710434,,Mǐnháng Kāifāqū,0,-2848023.466472413,4672245.447870575
72,523,"91,92,617,922",Century Avenue,世纪大道,2469,31.23082103653097,121.5229672212758,104967079,17918666,,Shìjì Dàdào,0,-2854063.1146725942,4653219.81928399
73,524,94,Songhong Road,淞虹路,2,31.220196864139076,121.35488927556948,-11695717,27498741,,Sōnghóng Lù,0,-2840718.3156326194,4662093.691301748
74,525,95,Beixinjing,北新泾,2,31.2183802038138,121.369110344739,773274,27499621,,Běixīnjīng,0,-2841929.7252273746,4661477.60741306
75,526,96,Weining Road,威宁路,2,31.216655207961864,121.38243019773483,10922253,27498741,,Wēiníng Lù,0,-2843064.9462788166,4660901.427666936
76,527,97,Loushanguan Road,娄山关路,2,31.21302166115735,121.39952123357868,20835828,27499621,,Lóushānguān Lù,0,-2844563.919151571,4660231.3565495135
77,528,98,West Yingao Road,殷高西路,3,31.322178084264873,121.4804381151424,90985336,78525110,,Yīngāo Xīlù,0,-2847862.2206865465,4650852.2869583955
78,529,99,South Changjiang Road,长江南路,3,31.334257030376484,121.48724019720107,90985336,82681359,,Chángjiāng Nánlù,0,-2848050.64371428,4649920.3580774125
79,530,100,Songfa Road,淞发路,3,31.346673450737253,121.49572670652124,90985336,86837219,,Sōngfā Lù,0,-2848365.263142393,4648887.908957827
80,531,101,Zhanghuabang,张华浜,3,31.36056323764628,121.49398863508696,90985336,90993179,,Zhānghuábāng,0,-2847805.625738719,4648291.038970643
81,532,102,Songbin Road,淞滨路,3,31.37257313378737,121.48848474218626,90985336,95149229,,Sōngbīn Lù,0,-2846997.059229177,4647973.528916651
82,533,103,Shuichan Road,水产路,3,31.384114379340804,121.4833134432073,90985336,99304995,,Shuǐchǎn Lù,0,-2846229.566240529,4647662.257399994
83,534,104,Baoyang Road,宝杨路,3,31.397320953658554,121.4750200529254,90985336,103870522,,Bǎoyáng Lù,0,-2845158.5705082673,4647423.7016143575
84,535,105,Youyi Road,友谊路,3,31.406112095181992,121.47126496030792,90985336,108150797,,Yǒuyì Lù,0,-2844588.834700595,4647176.997446187
85,536,106,Tieli Road,铁力路,3,31.410141093183412,121.45699560834716,90985336,112828337,,Tiělì Lù,0,-2843309.891478482,4647686.704140773
86,537,107,North Jiangyang Road,江杨北路,3,31.409692417875533,121.43544137670064,90985336,117386342,,Jiāngyáng Běilù,0,-2841574.7878716346,4648778.127621702
87,538,901,Songjiang Xincheng,松江新城,9,31.03243516637641,121.2263041753953,-17888152,-42614338,,Sōngjiāng Xīnchéng,0,-2835827.103156694,4677659.268933012
88,539,902,Songjiang University Town,松江大学城,9,31.05628873383537,121.22818172170402,-17888152,-36608679,,Sōngjiāng Dàxuéchéng,0,-2835273.3004787597,4676400.09689927
89,540,903,Dongjing,洞泾,9,31.086650866175045,121.22601449681542,-17888247,-30602918,,Dòngjīng,0,-2834195.7409379245,4675021.675375925
90,541,904,Sheshan,佘山,9,31.1068163821196,121.225258108836,-17888247,-24597154,,Shéshān,0,-2833535.40046409,4674071.628925811
91,542,905,Sijing,泗泾,9,31.120420098179427,121.25602305128022,-17788152,-18591394,,Sìjīng,0,-2835640.3434246294,4671883.235060642
92,543,906,Jiuting,九亭,9,31.139504138123012,121.3146668691812,-15291472,-11846569,,Jiǔtíng,0,-2839852.1336989384,4668043.910743011
93,544,907,Zhongchun Road,中春路,9,31.151826824093767,121.33385002806092,-10623012,-7102328,,Zhōngchūn Lù,0,-2841047.4088189416,4666489.26168665
94,545,908,Qibao,七宝,9,31.157060267179492,121.34383857442626,-5954457,-2357603,,Qībǎo,0,-2841704.7398317955,4665737.524540812
95,546,909,Xingzhong Road,星中路,9,31.160374631657852,121.364309193633,-1286097,2386731,,Xīngzhōng Lù,0,-2843272.571578413,4664559.593227213
96,547,910,Hechuan Road,合川路,9,31.169096089480895,121.38065993978071,8327428,7795622,,Héchuān Lù,0,-2844343.029096975,4663320.795946178
97,548,911,Caohejing Hi-Tech Park,漕河泾开发区,9,31.172639526102927,121.3931697626273,17996958,7795912,,Cáohéjīng Kāifāqū,0,-2845255.2149969954,4662526.078970766
98,549,912,Guilin Road,桂林路,9,31.17679784611169,121.41341507626692,26667368,7795622,,Guìlín Lù,0,-2846778.1374908215,4661316.746147354
99,550,401,Luban Road,鲁班路,4,31.201018953718197,121.47035300924443,71062582,-4364633,,Lǔbān Lù,0,-2850682.912026005,4657299.307491804
100,551,"402,819",South Xizang Road,西藏南路,48,31.203799532967484,121.48505151464158,81423027,-4388948,,Xīzàng Nánlù,0,-2851794.1743753785,4656431.64723049
101,552,403,Nanpu Bridge,南浦大桥,4,31.21041569817725,121.49539411259954,87422346,-4364633,,Nánpǔ Dàqiáo,0,-2852436.1069438774,4655592.700807392
102,553,404,Tangqiao,塘桥,4,31.211727864569212,121.51424467756654,93661412,-4364633,,Tángqiáo,0,-2853928.25668609,4654589.715147397
103,554,9101,Fujin Road,富锦路,1,31.394317124920818,121.41988456441288,65839437,105755387,,Fùjǐn Lù,0,-2840775.5057908096,4650307.496055691
104,555,9102,West Youyi Road,友谊西路,1,31.383372484771957,121.42314613058124,65839437,100932920,,Yǒuyì Xīlù,0,-2841369.7388745914,4650685.125262889
105,556,9103,Bao'an Highway,宝安公路,1,31.37118992112866,121.4263325948879,65839437,96109290,,Bǎo’ān Gōnglù,0,-2841995.0801469674,4651127.229747523
106,557,801,Shiguang Road,市光路,8,31.324606828419924,121.52764499380564,131696374,111894447,,Shìguāng Lù,0,-2851619.9586425372,4648384.981953675
107,558,802,Nenjiang Road,嫩江路,8,31.3167429893746,121.527553800639,131696374,106577167,,Nènjiāng Lù,0,-2851849.5627806033,4648775.856594659
108,559,803,Xiangyin Road,翔殷路,8,31.307265138581997,121.52752697660212,131696374,101259780,,Xiángyīn Lù,0,-2852132.96087792,4649242.704812251
109,560,804,Huangxing Park,黄兴公园,8,31.298134720899142,121.52866423322372,131696374,95942294,,Huángxīng Gōngyuán,0,-2852500.2836905047,4649634.415029801
110,561,805,Middle Yanji Road,延吉中路,8,31.29053453197361,121.53069198323789,131696374,90625015,,Yánjí Zhōnglù,0,-2852893.7397819483,4649906.546628997
111,562,806,Huangxing Road,黄兴路,8,31.280577265624384,121.52340710355207,125696374,85307629,,Huángxīng Lù,0,-2852602.2592866058,4650757.94896556
112,563,807,Jiangpu Road,江浦路,8,31.27712956924729,121.51420176221572,118696374,77990345,,Jiāngpǔ Lù,0,-2851958.7582312585,4651385.396883402
113,564,808,Anshan Xincun,鞍山新村,8,31.27494718566003,121.50526464177932,112844909,72192396,,Ānshān Xīncūn,0,-2851298.8372671762,4651937.299026297
114,565,"809,1008",Siping Road,四平路,8X,31.276955347201163,121.49684250547192,106912584,66093371,,Sìpíng Lù,0,-2850554.6079112194,4652257.810217179
115,566,810,Quyang Road,曲阳路,8,31.278514164585324,121.48626387311587,101598814,61143665,,Qūyáng Lù,0,-2849648.737069996,4652707.513645508
116,568,812,North Xizang Road,西藏北路,8,31.26541012719838,121.46440923406747,82317756,58297575,,Xīzàng Běilù,0,-2848267.491939425,4654437.438985044
117,569,813,Zhongxing Road,中兴路,8,31.255211744446846,121.4643019457039,76739047,53487900,,Zhōngxìng Lù,0,-2848565.050533562,4654943.266210415
118,570,"814,1216",Qufu Road,曲阜路,8W,31.244406860090848,121.46699488355247,76665608,36653625,,Qūfù Lù,0,-2849108.247506442,4655339.458790338
119,571,816,Dashijie,大世界,8,31.229022901334687,121.47506296826724,81317461,22584781,,Dàshìjiè,0,-2850225.5913191093,4655692.594760162
120,572,"817,1015",Laoximen,老西门,8X,31.220940044577937,121.47849619581191,81350567,14978921,,Lǎoxīmén,0,-2850747.152232824,4655918.005051675
121,573,"818,919",Lujiabang Road,陆家浜路,89,31.2138383150976,121.481537818098,81350567,7795912,,Lùjiābāng lù,0,-2851207.4304274144,4656114.689230523
122,574,"708,821",Yaohua Road,耀华路,78,31.180763226221796,121.4901262541059,81473321,-17968928,,Yàohuá Lù,0,-2852897.5533038205,4657307.032805913
123,575,601,Gangcheng Road,港城路,6,31.3551853272251,121.570490601115,158207604,79894544,,Gǎngchéng Lù,0,-2854171.98858318,4644748.843257366
124,576,602,North Waigaoqiao Free Trade Zone,外高桥保税区北,6,31.34984372790556,121.58275902463828,158207604,74733116,,Wàigāoqiáo Bǎoshuìqū Běi,0,-2855327.86456459,4644400.097453046
125,577,603,Hangjin Road,航津路,6,31.337345252584967,121.58990442944965,158207604,68444444,,Hángjīn Lù,0,-2856284.6493479167,4644657.993354394
126,578,604,South Waigaoqiao Free Trade Zone,外高桥保税区南,6,31.323580347968377,121.59789741232066,158207604,62155869,,Wàigāoqiáo Bǎoshuìqū Nán,0,-2857348.3671603333,4644935.410742479
127,579,605,Zhouhai Road,洲海路,6,31.314689825883217,121.58518374158687,158207604,55867294,,Zhōuhǎi Lù,0,-2856585.979298879,4646005.814770141
128,580,606,Wuzhou Avenue,五洲大道,6,31.3046663724996,121.584947710213,158207604,49578525,,Wǔzhōu Dàdào,0,-2856869.3267793544,4646509.557404085
129,581,607,Dongjing Road,东靖路,6,31.293110780471576,121.5846151132671,158207604,43290050,,Dōngjìng Lù,0,-2857190.965880395,4647093.142561565
130,582,"608,1205",Jufeng Road,巨峰路,6W,31.282246052112793,121.58440053655794,158407604,36723840,,Jùfēng Lù,0,-2857501.223712271,4647636.774204895
131,583,609,Wulian Road,五莲路,6,31.273938503915826,121.5837675352254,158107604,30374621,,Wǔlián Lù,0,-2857700.3441709816,4648075.731194077
132,584,610,Boxing Road,博兴路,6,31.2657311200998,121.582528352754,155959167,24917006,,Bóxìng Lù,0,-2857847.1956876586,4648539.9210979575
133,585,611,Jinqiao Road,金桥路,6,31.259338920566456,121.5778237600484,149836559,24610950,,Jīnqiáo Lù,0,-2857658.093310835,4649087.906524889
